"","aln","pars.site","tot.sites","pars.site.prop","rf.distance.coll","gc.cont"
"353","uce-1933.nexus","797","1820","0.437912087912088","32","4.66537614441988e-05"
"354","uce-1937.nexus","637","1961","0.324834268230495","44","2.99093317407614e-05"
"355","uce-1938.nexus","713","1851","0.385197190707726","28","4.44183192718264e-05"
"356","uce-1941.nexus","608","2078","0.292589027911453","32","6.24841039378811e-05"
"357","uce-1948.nexus","768","1769","0.434143583945732","34","0.000125222945645821"
"358","uce-195.nexus","596","1723","0.345908299477655","38","0.000125403459211855"
"359","uce-1956.nexus","727","1860","0.390860215053763","46","2.4889666542712e-05"
"360","uce-1961.nexus","807","1915","0.421409921671018","28","5.0180942448687e-05"
"361","uce-1964.nexus","594","2197","0.270368684569868","46","1.21119918980562e-05"
"362","uce-1965.nexus","712","1634","0.435740514075887","46","0.000123912219167097"
"363","uce-1970.nexus","880","2007","0.438465371200797","42","6.98439873835258e-05"
"364","uce-1976.nexus","494","2050","0.240975609756098","42","7.38033177464348e-05"
"365","uce-1977.nexus","603","1578","0.38212927756654","56","5.9003638029201e-05"
"366","uce-1979.nexus","718","1872","0.383547008547009","26","3.00441471300773e-05"
"367","uce-198.nexus","795","1879","0.42309739222991","30","5.90576198413995e-05"
"368","uce-1980.nexus","789","1837","0.429504627109418","30","4.91379000717613e-05"
"369","uce-1981.nexus","865","1635","0.529051987767584","36","3.41443430263692e-05"
"370","uce-1985.nexus","565","1982","0.285065590312815","40","0.000173396731556235"
"371","uce-1986.nexus","787","2003","0.392910634048927","36","4.18168409959312e-05"
"372","uce-1988.nexus","315","1532","0.205613577023499","60","6.65725110351369e-06"
"373","uce-1995.nexus","274","942","0.290870488322718","60","0.000111871799935436"
"374","uce-1996.nexus","535","2069","0.258579023682939","50","5.80052123252301e-05"
"375","uce-1997.nexus","739","2044","0.361545988258317","40","1.62712946515013e-05"
"376","uce-2.nexus","621","1800","0.345","38","4.75300030767867e-05"
"377","uce-200.nexus","762","2171","0.350990327038231","28","7.48536874255833e-05"
"378","uce-2001.nexus","701","1913","0.366440146366963","48","3.07347931870239e-05"
"379","uce-2004.nexus","811","2032","0.399114173228346","22","5.69934964917685e-05"
"380","uce-2007.nexus","865","1817","0.476059438635113","38","5.40565085875964e-05"
"381","uce-2008.nexus","888","1904","0.466386554621849","34","3.85923577557458e-05"
"382","uce-2009.nexus","411","1685","0.243916913946588","50","0.000110406909229004"
"383","uce-2010.nexus","637","2131","0.29892069450962","40","4.63961534459689e-05"
"384","uce-2013.nexus","709","1972","0.359533468559838","40","1.59227182454851e-05"
"385","uce-2018.nexus","287","1806","0.158914728682171","48","0.000164263031720092"
"386","uce-202.nexus","626","1607","0.38954573739888","34","0.000273715859641071"
"387","uce-2020.nexus","478","1993","0.239839438033116","44","8.81784427161323e-06"
"388","uce-2023.nexus","591","2055","0.287591240875912","36","3.41044606046584e-05"
"389","uce-2025.nexus","477","1723","0.276842716192687","40","2.04836957579447e-05"
"390","uce-2030.nexus","523","2096","0.249522900763359","46","2.02327340681585e-05"
"391","uce-2033.nexus","577","2018","0.285926660059465","34","1.60961598756105e-05"
"392","uce-2034.nexus","533","2041","0.261146496815287","48","4.93513491525121e-05"
"393","uce-2035.nexus","818","1660","0.492771084337349","42","4.00552682903482e-05"
"394","uce-2040.nexus","704","1740","0.404597701149425","22","0.000202963379918745"
"395","uce-2042.nexus","584","1861","0.31380977968834","52","5.88955072616587e-05"
"396","uce-2046.nexus","676","2055","0.328953771289538","36","5.66786546503232e-05"
"397","uce-205.nexus","769","1860","0.413440860215054","34","2.81878660911416e-05"
"398","uce-2051.nexus","566","1676","0.337708830548926","28","4.14925893118436e-05"
"399","uce-2053.nexus","1026","2318","0.442622950819672","34","1.92495502342119e-05"
"400","uce-2054.nexus","667","2083","0.320211233797408","42","1.41783604016196e-05"
"401","uce-2055.nexus","572","2034","0.281219272369715","48","2.17880857467295e-05"
"402","uce-2057.nexus","494","1865","0.264879356568365","74","0.000214373497666481"
"403","uce-2062.nexus","840","1992","0.421686746987952","26","6.58857286257279e-05"
"404","uce-2063.nexus","588","2014","0.291956305858987","50","8.42194722975941e-05"
"405","uce-2066.nexus","887","2102","0.42197906755471","40","2.95935544714863e-05"
"406","uce-2068.nexus","566","1764","0.320861678004535","44","6.05802955415528e-05"
"407","uce-2069.nexus","568","1958","0.290091930541369","32","4.56211265298205e-05"
"408","uce-2070.nexus","583","1967","0.296390442297916","34","9.10857448319806e-05"
"409","uce-2076.nexus","478","1326","0.360482654600302","54","0.000150396950756405"
"410","uce-208.nexus","843","1967","0.428571428571429","26","3.01586350495977e-05"
"411","uce-2082.nexus","641","1939","0.330582774626096","58","1.37374043489675e-05"
"412","uce-2083.nexus","377","1866","0.202036441586281","40","5.5784119464688e-05"
"413","uce-2086.nexus","483","1952","0.247438524590164","32","2.85637513172682e-05"
"414","uce-2088.nexus","989","1927","0.513233004670472","46","5.59453704870304e-05"
"415","uce-2092.nexus","660","2066","0.31945788964182","34","2.06004816972382e-05"
"416","uce-2094.nexus","639","1914","0.333855799373041","28","1.4776041843502e-05"
"417","uce-2096.nexus","740","2017","0.366881507188894","38","3.50444241514442e-05"
"418","uce-2100.nexus","769","2056","0.374027237354086","32","2.98002217575021e-05"
"419","uce-2102.nexus","540","1822","0.296377607025247","34","1.35796768795187e-05"
"420","uce-2108.nexus","411","1953","0.210445468509985","56","7.53209412394267e-05"
"421","uce-2109.nexus","707","1914","0.369383490073145","40","4.08041935854921e-05"
"422","uce-211.nexus","734","1475","0.497627118644068","24","0.000198366008770958"
"423","uce-2112.nexus","737","1862","0.395810955961332","36","1.87200987978139e-05"
"424","uce-2118.nexus","630","1963","0.32093734080489","46","7.54174921769266e-05"
"425","uce-2119.nexus","573","1532","0.37402088772846","26","0.000155528641075221"
"426","uce-212.nexus","512","2031","0.252092565238799","46","3.27282963775823e-05"
"427","uce-2120.nexus","745","1963","0.379521141110545","28","2.51317406087762e-05"
"428","uce-2124.nexus","860","1864","0.46137339055794","36","4.94732447853401e-05"
"429","uce-2125.nexus","511","1879","0.271953166577967","38","2.77909474811616e-05"
"430","uce-2127.nexus","542","1890","0.286772486772487","40","0.00109726528354895"
"431","uce-2129.nexus","725","2029","0.357318876293741","32","2.0335571724126e-05"
"432","uce-213.nexus","370","1772","0.208803611738149","46","5.22481265892667e-05"
"433","uce-2131.nexus","607","1674","0.362604540023895","38","2.4223650252679e-05"
"434","uce-2134.nexus","471","1936","0.243285123966942","62","1.61446193055287e-05"
"435","uce-2135.nexus","834","1912","0.436192468619247","36","4.49806646452417e-05"
"436","uce-2136.nexus","493","1284","0.383956386292835","40","0.000256790885723768"
"437","uce-2138.nexus","671","1763","0.380601247872944","38","1.09679867296297e-05"
"438","uce-2142.nexus","709","1955","0.362659846547315","42","2.70614886753224e-05"
"439","uce-2145.nexus","638","1993","0.320120421475163","34","2.34248617735473e-05"
"440","uce-2146.nexus","595","1432","0.415502793296089","44","8.5656762497534e-05"
"441","uce-2147.nexus","422","2225","0.189662921348315","46","8.69836527237985e-06"
"442","uce-215.nexus","466","1631","0.285714285714286","58","0.000674577634949423"
"443","uce-2151.nexus","280","1496","0.18716577540107","68","1.95703787581011e-05"
"444","uce-2152.nexus","851","1734","0.490772779700115","34","7.31705989010387e-05"
"445","uce-2156.nexus","827","1993","0.414952333166081","26","2.28272916946181e-05"
"446","uce-2160.nexus","756","1809","0.417910447761194","38","5.2545988716593e-05"
"447","uce-2162.nexus","758","1931","0.392542723977214","38","3.10840489362151e-05"
"448","uce-2163.nexus","892","1742","0.512055109070034","32","5.24099344818051e-05"
"449","uce-2165.nexus","893","1969","0.453529710512951","40","1.36094424760123e-05"
"450","uce-2166.nexus","430","1725","0.249275362318841","48","0.000127514232220808"
"451","uce-2168.nexus","658","1823","0.360943499725727","32","2.69774806493222e-05"
"452","uce-2169.nexus","829","1607","0.515868077162414","28","0.000343355964884166"
"453","uce-2172.nexus","509","1139","0.446883230904302","38","0.000184476175073189"
"454","uce-2176.nexus","666","1750","0.380571428571429","42","3.3244530325974e-05"
"455","uce-2177.nexus","749","2002","0.374125874125874","34","0.000177187748075121"
"456","uce-2179.nexus","748","1754","0.426453819840365","40","4.22278613566509e-05"
"457","uce-2183.nexus","530","1915","0.276762402088773","44","7.71345925017102e-05"
"458","uce-2184.nexus","856","1614","0.530359355638166","50","5.70738597882854e-05"
"459","uce-219.nexus","804","1958","0.410623084780388","42","2.48176825265255e-05"
"460","uce-2195.nexus","800","1921","0.416449765747007","20","5.7907525310112e-05"
"461","uce-2198.nexus","912","1889","0.482795129698253","42","6.79463339460676e-05"
"462","uce-220.nexus","401","1806","0.22203765227021","46","4.27462617772646e-05"
"463","uce-2201.nexus","800","1476","0.5420054200542","34","2.67671806812245e-05"
"464","uce-2202.nexus","487","1630","0.298773006134969","36","6.60086368635635e-05"
"465","uce-2206.nexus","712","1723","0.413232733604179","34","0.000156671537623233"
"466","uce-2209.nexus","322","1037","0.310511089681774","56","0.000434864713647744"
"467","uce-2211.nexus","797","2039","0.39087788131437","30","0.000144428327001684"
"468","uce-2213.nexus","806","1742","0.462686567164179","38","2.92614668757103e-05"
"469","uce-2219.nexus","945","1977","0.477996965098634","20","0.000125949332252739"
"470","uce-222.nexus","619","1704","0.363262910798122","44","2.18353249019018e-05"
"471","uce-2226.nexus","848","1621","0.523133867982727","38","0.000165636533917445"
"472","uce-2231.nexus","361","1467","0.246080436264485","38","1.12390432934817e-05"
"473","uce-2235.nexus","612","1355","0.451660516605166","46","5.04783358608147e-05"
"474","uce-2238.nexus","780","1645","0.474164133738602","28","7.93754377781728e-05"
"475","uce-2239.nexus","584","1325","0.440754716981132","40","9.65189725306254e-05"
"476","uce-2246.nexus","874","1860","0.46989247311828","32","9.28574966092757e-05"
"477","uce-2247.nexus","380","959","0.396246089676747","72","0.000394009023030017"
"478","uce-2248.nexus","732","1899","0.385466034755134","34","3.35107560970097e-05"
"479","uce-2252.nexus","729","1951","0.373654536135315","30","0.000109307669558871"
"480","uce-2253.nexus","740","1480","0.5","34","1.92534425284307e-05"
"481","uce-2260.nexus","921","1918","0.480187695516163","36","5.45889220191982e-05"
"482","uce-2261.nexus","946","1853","0.510523475445224","34","4.88343492182701e-05"
"483","uce-2263.nexus","952","1871","0.508818813468733","40","4.11703915931829e-05"
"484","uce-2265.nexus","572","2007","0.285002491280518","38","2.7724492877242e-05"
"485","uce-2266.nexus","771","1952","0.394979508196721","36","4.33208186012111e-05"
"486","uce-2267.nexus","810","1930","0.419689119170984","34","2.30445344255498e-05"
"487","uce-227.nexus","680","1620","0.419753086419753","38","0.000212214052714128"
"488","uce-2270.nexus","953","1938","0.491744066047472","28","3.92635915146741e-05"
"489","uce-2273.nexus","924","1872","0.493589743589744","34","5.58257072578433e-05"
"490","uce-2277.nexus","678","1678","0.404052443384982","42","2.46577563750398e-05"
"491","uce-2283.nexus","709","1866","0.379957127545552","46","2.25570783293535e-05"
"492","uce-2284.nexus","760","1727","0.440069484655472","44","4.62738671324935e-05"
"493","uce-2287.nexus","868","1868","0.464668094218415","38","0.000546333658559541"
"494","uce-2288.nexus","652","1807","0.36081903707803","20","2.86570141625451e-05"
"495","uce-2289.nexus","666","1478","0.450608930987821","28","3.51755957993898e-05"
"496","uce-2291.nexus","817","2006","0.40727816550349","34","5.12764373307969e-05"
"497","uce-2293.nexus","849","1957","0.43382728666326","28","2.97663960709384e-05"
"498","uce-2294.nexus","634","1431","0.443046820405311","54","2.49071115149113e-05"
"499","uce-2298.nexus","683","1472","0.463994565217391","32","2.02295735815179e-05"
"500","uce-2299.nexus","759","1807","0.420033204205866","44","7.71645088799328e-05"
"501","uce-23.nexus","421","1570","0.268152866242038","64","6.68849381868229e-05"
"502","uce-230.nexus","364","1916","0.189979123173278","52","1.51059838886847e-05"
"503","uce-2300.nexus","647","1007","0.642502482621648","38","2.88248486015148e-05"
"504","uce-2303.nexus","754","1820","0.414285714285714","54","4.22480679531557e-05"
"505","uce-2306.nexus","553","2057","0.2688381137579","44","2.89528846640582e-05"
"506","uce-2308.nexus","835","1702","0.490599294947121","30","3.92687274733049e-05"
"507","uce-231.nexus","535","1568","0.341198979591837","38","4.90778887375221e-05"
"508","uce-2310.nexus","749","1569","0.477374123645634","46","4.32656086170325e-05"
"509","uce-2312.nexus","699","1782","0.392255892255892","30","1.94727302813657e-05"
"510","uce-2313.nexus","657","1763","0.372660238230289","38","2.44515821410149e-05"
"511","uce-2319.nexus","609","1255","0.485258964143426","44","3.28245974732343e-05"
"512","uce-2320.nexus","755","1685","0.448071216617211","42","3.65005027829707e-05"
"513","uce-2321.nexus","596","1407","0.423596304193319","24","0.000244996626529157"
"514","uce-2328.nexus","874","1836","0.4760348583878","30","0.000753762966793848"
"515","uce-233.nexus","800","2006","0.398803589232303","30","0.000247532266831295"
"516","uce-2335.nexus","832","1897","0.438587243015287","42","4.28564164985405e-05"
"517","uce-2338.nexus","685","1748","0.39187643020595","32","2.53825649335824e-05"
"518","uce-2342.nexus","623","2029","0.30704780680138","30","2.45109938876371e-05"
"519","uce-2344.nexus","801","1812","0.44205298013245","28","6.7272432996062e-05"
"520","uce-2346.nexus","703","1987","0.353799698037242","30","3.52436607260333e-05"
"521","uce-2348.nexus","962","1842","0.522258414766558","30","0.00016313039244419"
"522","uce-2353.nexus","430","1693","0.253987005316007","24","7.81463089854596e-05"
"523","uce-2355.nexus","817","1835","0.445231607629428","32","2.85934090946062e-05"
"524","uce-2356.nexus","650","1562","0.416133162612036","36","0.000162351858254681"
"525","uce-2357.nexus","669","1578","0.423954372623574","32","6.17806683667051e-05"
"526","uce-2366.nexus","709","1952","0.363217213114754","46","1.72729263300319e-05"
"527","uce-2371.nexus","773","1490","0.518791946308725","52","7.63807213981015e-05"
"528","uce-2376.nexus","649","1791","0.362367392518146","36","2.29865024139588e-05"
"529","uce-2379.nexus","577","1999","0.288644322161081","34","5.08232321062787e-05"
"530","uce-238.nexus","580","1360","0.426470588235294","44","0.00033005836821109"
"531","uce-2383.nexus","909","1917","0.474178403755869","30","5.05561363428516e-05"
"532","uce-2385.nexus","880","1951","0.451050743208611","44","3.44911150778878e-05"
"533","uce-2387.nexus","766","1487","0.515131136516476","34","2.89760177826227e-05"
"534","uce-2389.nexus","558","1574","0.354510800508259","32","1.28683842925658e-05"
"535","uce-239.nexus","655","1969","0.332656170644997","38","2.68794266632479e-05"
"536","uce-2392.nexus","748","2036","0.367387033398821","32","1.98951256248687e-05"
"537","uce-2396.nexus","765","1960","0.39030612244898","40","2.28899049252304e-05"
"538","uce-2397.nexus","972","1948","0.498973305954825","26","0.00011893878616943"
"539","uce-24.nexus","524","2339","0.224027362120564","28","1.20200665126817e-05"
"540","uce-2400.nexus","558","1962","0.284403669724771","46","1.49446381086557e-05"
